time,Mbol,u_lsst,g_lsst,r_lsst,i_lsst,z_lsst,Y_lsst,P
1.029362448E+08,3.768663861E-01,1.46822342697695,0.481013363632088,0.377187371827404,0.395607855876356,0.443008723085487,0.450609467735186,0.383513888888889
1.029363277E+08,3.793505070E-01,1.47105927774901,0.484179183280999,0.379617125085487,0.397576567912156,0.444747548414673,0.452365710712974,0.383513888888889
1.029364105E+08,3.816384518E-01,1.4736684889206,0.48709094568148,0.381855611083358,0.399393352915346,0.446354201935706,0.453988362730546,0.383513888888889
1.029364934E+08,3.838945712E-01,1.47623908511361,0.489958711187102,0.384063488989649,0.401187925684473,0.447942945612816,0.455592844709801,0.383513888888889
1.029365762E+08,3.863331887E-01,1.47901625771424,0.493056404628333,0.386450268916395,0.403129447682545,0.44966279163789,0.457329680098818,0.383513888888889
1.029366590E+08,3.890543160E-01,1.48211443537526,0.496511870020945,0.38911371150557,0.40529683575334,0.451583243874512,0.459269078224469,0.383513888888889
1.029367419E+08,3.919882595E-01,1.4854539196674,0.500236083032147,0.391985677176926,0.407635032401226,0.453655772192696,0.461362018116452,0.383513888888889
1.029368247E+08,3.949911698E-01,1.48887018912962,0.504045261097394,0.394925533145488,0.410030433422377,0.455780263837973,0.463507373495761,0.383513888888889
1.029369076E+08,3.981435358E-01,1.49245535293311,0.508042318698067,0.398011951609237,0.412546525979662,0.458012618688223,0.465761612257639,0.383513888888889
1.029369904E+08,4.012650154E-01,1.49600315736019,0.511996856914712,0.401068624019099,0.415040883034422,0.460227323663564,0.467997950754549,0.383513888888889
1.029370732E+08,4.041441487E-01,1.49927176253196,0.515638723999086,0.403888821880277,0.417346503400672,0.462277212348764,0.470067732691132,0.383513888888889
1.029371561E+08,4.068736915E-01,1.50236733132611,0.519086542751512,0.406563206403257,0.41953653330219,0.464226681421467,0.472036009590564,0.383513888888889
1.029372389E+08,4.095504872E-01,1.50540070799701,0.522464168236103,0.409186432556872,0.421687336975025,0.466142956990795,0.473970691331466,0.383513888888889
1.029373218E+08,4.122260808E-01,1.50843092452881,0.525837575483114,0.411808871557519,0.423839511439072,0.468061750047705,0.475907853428571,0.383513888888889
1.029374046E+08,4.149258072E-01,1.51148703596272,0.529239252389831,0.414455271176547,0.426012955961537,0.470000533085842,0.477865148184806,0.383513888888889
1.029374874E+08,4.177389730E-01,1.51467127650216,0.532783440438671,0.417212913765589,0.42827806597986,0.472021261425824,0.479905161784759,0.383513888888889
1.029375703E+08,4.206870626E-01,1.51800830080148,0.536497713982654,0.420102780719361,0.430651693030816,0.474138717101307,0.482042829041463,0.383513888888889
1.029376531E+08,4.236364624E-01,1.52134535224403,0.540211453670118,0.422994237793611,0.433028248559598,0.476259815458921,0.484184124749606,0.383513888888889
1.029377359E+08,4.265813370E-01,1.52467583747366,0.543917325570772,0.425881560940552,0.435403016641099,0.478380338961855,0.486324791561846,0.383513888888889
1.029378188E+08,4.295032109E-01,1.52797870382382,0.547591842831154,0.428746670435648,0.437761304175897,0.48048728145599,0.488451694436657,0.383513888888889
1.029379016E+08,4.323317445E-01,1.53117357235381,0.551145241481071,0.431520788322325,0.440047478036634,0.482531572407451,0.490515268272937,0.383513888888889
1.029379845E+08,4.351601813E-01,1.53436717852725,0.554696790580449,0.434295045485551,0.442335043696328,0.484577907948827,0.492580867770013,0.383513888888889
1.029380673E+08,4.379558817E-01,1.53752226485564,0.558204898566321,0.437037517691014,0.444598131996914,0.486603439871436,0.494625415907646,0.383513888888889
1.029381501E+08,4.407893290E-01,1.54071953154501,0.561759749373788,0.439817085910832,0.446892279997179,0.48865703363439,0.496698276269536,0.383513888888889
1.029382330E+08,4.437096308E-01,1.54401523018853,0.565424215755955,0.442681734312816,0.449256145818836,0.490772682033747,0.498833789165743,0.383513888888889
1.029383158E+08,4.466623011E-01,1.54734712435239,0.569128804755631,0.445578180711843,0.451646600961438,0.492912324631185,0.500993511485838,0.383513888888889
1.029383987E+08,4.495994976E-01,1.55069896786635,0.572882761531089,0.448517455607717,0.454073968761467,0.495080723995202,0.503164269393552,0.383513888888889
1.029384815E+08,4.524816826E-01,1.55402152336659,0.576628213248646,0.451454711407448,0.456501751305688,0.497246107982724,0.505315896339342,0.383513888888889
1.029385643E+08,4.553510821E-01,1.55732848760996,0.580355771864034,0.454378922096122,0.458919545243046,0.499403083773825,0.507459213848982,0.383513888888889
1.029386472E+08,4.582124731E-01,1.56062558662935,0.584071985326077,0.457294961511361,0.461331168060063,0.501554915278023,0.509597451597944,0.383513888888889
1.029387300E+08,4.610022349E-01,1.56383840279101,0.587692506197917,0.460137965911257,0.463684043256427,0.503655401468399,0.511684768446947,0.383513888888889
1.029388129E+08,4.637116353E-01,1.56695682274758,0.591205912404731,0.4628990348807,0.4659708604102,0.505698054282482,0.513714720783282,0.383513888888889
1.029388957E+08,4.663666721E-01,1.5700114092779,0.594646906685173,0.465604677705575,0.46821296115402,0.507701529111262,0.515705809200329,0.383513888888889
1.029389785E+08,4.689777150E-01,1.5730143899086,0.598029387872142,0.468265469000193,0.470418823396783,0.509673212960485,0.517665357130988,0.383513888888889
1.029390614E+08,4.715944124E-01,1.57602398674494,0.601419408840895,0.470932030937972,0.472629337396664,0.51164894033301,0.519628910437004,0.383513888888889
1.029391442E+08,4.741957406E-01,1.5790155916259,0.604789070064153,0.473582928506341,0.474827145076824,0.51361346980515,0.521581347616395,0.383513888888889
1.029392270E+08,4.767661696E-01,1.5819710123495,0.608117739798702,0.476202327498164,0.476999437975181,0.515555564831269,0.523511521566854,0.383513888888889
