time,Mbol,u_lsst,g_lsst,r_lsst,i_lsst,z_lsst,Y_lsst,
1.776969447E9,-1.276790338,0.153412512559441,-1.13363471088515,-1.40538741835238,-1.43295789247055,-1.4023864736277,-1.39950502849829,0.97997
1.776969658E9,-1.274544643,0.157616908148494,-1.13017286533466,-1.40313369355985,-1.43131720679536,-1.40104587452744,-1.39821371437248,0.97997
1.77696987E9,-1.272276567,0.161848440758565,-1.12668502579054,-1.40085742956751,-1.42965577615646,-1.39968524806333,-1.3969024207308,0.97997
1.776970082E9,-1.270160479,0.165822998787788,-1.12341525708002,-1.39873375902099,-1.42811369691491,-1.39842778839011,-1.39569172833305,0.97997
1.776970294E9,-1.267871064,0.170070577898495,-1.11990826288058,-1.39643594485475,-1.42642957313114,-1.39704362811396,-1.39435664568854,0.97997
1.776970505E9,-1.265546889,0.174365402030588,-1.11635799260711,-1.39410316023273,-1.42471473723959,-1.39563066700241,-1.39299299530632,0.97997
1.776970717E9,-1.263215805,0.178662077808255,-1.11280344052476,-1.39176337885693,-1.42299156096322,-1.3942085761431,-1.39162003099483,0.97997
1.776970929E9,-1.260978735,0.182796158655632,-1.10938588174929,-1.3895179680877,-1.42134112599291,-1.39284865693613,-1.39030754303004,0.97997
1.77697114E9,-1.25865819,0.18705679257114,-1.10585690736947,-1.38718866031084,-1.41962081645713,-1.39142548938991,-1.38893276943387,0.97997
1.776971352E9,-1.256388506,0.191225094446746,-1.10240456119577,-1.38491038286242,-1.41793855994242,-1.39003398342063,-1.38758860875452,0.97997
1.776971564E9,-1.254116057,0.195388414163717,-1.09895379886244,-1.38262927493201,-1.41625126258834,-1.38863623951039,-1.38623796453555,0.97997
1.776971775E9,-1.251855506,0.199522846140234,-1.09552515802671,-1.38036006507912,-1.41457069938993,-1.38724261117222,-1.3848909710792,0.97997
1.776971987E9,-1.249634315,0.203583635036985,-1.09215709127223,-1.37813033762593,-1.41291892917477,-1.38587249676949,-1.3835666163184,0.97997
1.776972199E9,-1.247230904,0.207931771859635,-1.08853944919759,-1.37571753467318,-1.41111791966071,-1.38436932524219,-1.3821116438173,0.97997
1.77697241E9,-1.244907824,0.212139497580144,-1.08503974632966,-1.37338536736911,-1.40937861432246,-1.38291860979917,-1.38070763975132,0.97997
1.776972622E9,-1.242710504,0.216132796767957,-1.08172158266737,-1.37117946767949,-1.4077375096106,-1.3815524498537,-1.37938602556798,0.97997
1.776972834E9,-1.240503481,0.220132368575905,-1.07839534394855,-1.36896377474869,-1.4060857676448,-1.38017512882384,-1.37805311125299,0.97997
1.776973045E9,-1.238241838,0.224336204988566,-1.07497893684106,-1.36665834533713,-1.40433570861159,-1.37870891608317,-1.37664734470826,0.97997
1.776973257E9,-1.235978357,0.228613809881179,-1.07155313278955,-1.36432860779976,-1.40254810634312,-1.37720748223065,-1.37521608459808,0.97997
1.776973469E9,-1.23370028,0.232905637715818,-1.06811245547385,-1.36198416069427,-1.40074590401567,-1.37569140351538,-1.37377011989807,0.97997
1.77697368E9,-1.231396807,0.237230053858843,-1.06464167315026,-1.35961393995415,-1.39892010090539,-1.37415275944946,-1.37230178818315,0.97997
1.776973892E9,-1.22908157,0.241563857827276,-1.06116002639087,-1.35723191317803,-1.39708205300242,-1.37260154163794,-1.37082075532192,0.97997
1.776974104E9,-1.226784266,0.245856517319183,-1.05770942424081,-1.35486850773241,-1.39525650132629,-1.37105951952451,-1.36934808130324,0.97997
1.776974315E9,-1.224463299,0.250178783081318,-1.05423118638042,-1.35248110754778,-1.39340878439922,-1.36949619207505,-1.36785425861539,0.97997
1.776974527E9,-1.222242292,0.254320332113568,-1.05089974897084,-1.35019637305752,-1.3916419027079,-1.36800219233545,-1.36642696739555,0.97997
1.776974739E9,-1.220038004,0.258422767792663,-1.04759767031551,-1.34792902059708,-1.38988649692088,-1.36651648838041,-1.36500716428448,0.97997
1.77697495E9,-1.217767053,0.26262793770657,-1.04420730485035,-1.34559362082867,-1.38807309150955,-1.3649779456806,-1.36353570640789,0.97997
1.776975162E9,-1.215539088,0.266749305241096,-1.04088336583673,-1.34330251718831,-1.38629304670034,-1.36346695739445,-1.36209036852031,0.97997
