time,Mbol,u_lsst,g_lsst,r_lsst,i_lsst,z_lsst,Y_lsst,col9
5.207670937E9,-4.099477493,-1.26645016839913,-3.4121096251032,-4.14910093738323,-4.36064358885662,-4.43926894592318,-4.47785317570215,10.7762
5.207673114E9,-4.095625287,-1.25697557164709,-3.40605141865972,-4.1444740542971,-4.35654344493055,-4.43556849908942,-4.47429192841853,10.7762
5.20767529E9,-4.091783715,-1.24760185394576,-3.40003786001397,-4.13986886630239,-4.35245698312309,-4.43187581740642,-4.47073639376143,10.7762
5.207677467E9,-4.08792311,-1.23824253308368,-3.39401725744526,-4.1352481286783,-4.3483522054473,-4.42816285611245,-4.46715991171118,10.7762
5.207679644E9,-4.084018279,-1.22882342636014,-3.38794543949986,-4.1305801252439,-4.34420191690606,-4.42440582568523,-4.46353988680348,10.7762
5.207681821E9,-4.080072371,-1.21935180453384,-3.38182718565494,-4.1258685822739,-4.34000945593633,-4.42060776965904,-4.45987926258169,10.7762
5.207683997E9,-4.076021832,-1.20964313859323,-3.37555203522171,-4.12103380043695,-4.33570629838006,-4.4167085852641,-4.4561208864734,10.7762
5.207686174E9,-4.071885954,-1.19975264437626,-3.36915322875525,-4.11609987864189,-4.33131322301787,-4.41272654871877,-4.45228216292477,10.7762
5.207688351E9,-4.067723128,-1.18984944373234,-3.36273210600785,-4.11113999288701,-4.32689317730798,-4.40871689961112,-4.44841563652217,10.7762
5.207690528E9,-4.063547164,-1.17997511304508,-3.35631322529044,-4.10617163857441,-4.32246109923557,-4.40469265154497,-4.44453364890348,10.7762
5.207692705E9,-4.059259542,-1.16984780978012,-3.34972692536878,-4.10107177034192,-4.31791089705611,-4.40056049582631,-4.4405473699021,10.7762
5.207694881E9,-4.054904043,-1.15959526124311,-3.34304953466573,-4.09589536493381,-4.31328979752026,-4.39636182072692,-4.43649614693491,10.7762
5.207697058E9,-4.050419941,-1.14904313322335,-3.33617625472198,-4.09056650732044,-4.30853239070829,-4.39203913671404,-4.43232526906808,10.7762
5.207699235E9,-4.045913838,-1.13849792803072,-3.32929124595799,-4.08521852134167,-4.30375352256888,-4.3876933607186,-4.42813077744088,10.7762
5.207701412E9,-4.041408839,-1.12802409987483,-3.32243368762258,-4.07988006818865,-4.29897802363435,-4.38334643245795,-4.42393360124998,10.7762
5.207703588E9,-4.036961732,-1.1177816881807,-3.31570047221716,-4.07462178395711,-4.29426697038693,-4.37905221635335,-4.41978507854384,10.7762
5.207705765E9,-4.03257799,-1.10778192018729,-3.30909937151179,-4.06944997545747,-4.28962611716731,-4.37481604257251,-4.41569039110403,10.7762
5.207707942E9,-4.02815349,-1.09772059413801,-3.30244872125636,-4.06423384534405,-4.28494314298016,-4.37053951128174,-4.41155602202388,10.7762
5.207710119E9,-4.023722125,-1.08769315270138,-3.29580632315898,-4.05901554292504,-4.2802544983014,-4.36625477351058,-4.40741261664738,10.7762
5.207712295E9,-4.019353501,-1.077900861721,-3.2892928377242,-4.05388225612966,-4.27563520338675,-4.36202767811453,-4.40332280651043,10.7762
5.207714472E9,-4.015050202,-1.06835416097763,-3.28291384979199,-4.04883757555965,-4.2710881356695,-4.35786056977965,-4.39928874792157,10.7762
5.207716649E9,-4.010771661,-1.05893983241029,-3.27660056088228,-4.04383117445407,-4.26656970111744,-4.35371493621177,-4.39527371128696,10.7762
5.207718826E9,-4.00644797,-1.04920412094373,-3.27016792009242,-4.03870880064982,-4.26193957482354,-4.34947654559877,-4.39117974774294,10.7762
5.207721002E9,-4.00222463,-1.0396811081876,-3.26389711919691,-4.03368246633533,-4.25738342321043,-4.3453042695125,-4.38715318187543,10.7762
5.207723179E9,-3.998035996,-1.0303345812299,-3.25771378782025,-4.02871012209799,-4.25286933997191,-4.34116455261461,-4.38315563885335,10.7762
5.207725356E9,-3.993912892,-1.0212575924366,-3.25167229107049,-4.02383149062366,-4.24843167175634,-4.33708741459103,-4.37921549150421,10.7762
5.207727533E9,-3.990013644,-1.01292842427981,-3.24605198808823,-4.01925064594305,-4.24424685121041,-4.33322704209496,-4.37547845741895,10.7762
5.20772971E9,-3.986102737,-1.00463305484083,-3.24043637978247,-4.01466368939825,-4.24005230292466,-4.3293541164719,-4.37172786915448,10.7762
5.207731886E9,-3.982225126,-0.996506623472469,-3.23490454498083,-4.01012847997896,-4.23589809238847,-4.32551242973994,-4.36800513073866,10.7762
5.207734063E9,-3.978463214,-0.988798269406639,-3.22960195350999,-4.00575125753671,-4.23187605323753,-4.32178222327609,-4.36438606606079,10.7762
5.20773624E9,-3.974744091,-0.981287893834316,-3.22440001333834,-4.001438064256,-4.22790494311119,-4.31809248911141,-4.36080356171682,10.7762
5.207738417E9,-3.971035225,-0.973878164815647,-3.21924166781128,-3.99714708971164,-4.22394855361407,-4.31441152882789,-4.35722763659111,10.7762
5.207740593E9,-3.967396041,-0.966750050812146,-3.21423229565459,-3.99295511639587,-4.22007316920912,-4.31079718260924,-4.3537129102398,10.7762
5.20774277E9,-3.963674591,-0.959444353923195,-3.20910373537661,-3.98866626944463,-4.2161094655211,-4.30710148883631,-4.35011956694572,10.7762
5.207744947E9,-3.960021901,-0.952417993561331,-3.2041227051474,-3.98447530041303,-4.21222576168664,-4.30347150046816,-4.34658654863576,10.7762
5.207747124E9,-3.956377209,-0.945486321307297,-3.19918159762829,-3.98030374970171,-4.20835429948895,-4.29984806811121,-4.34305798840564,10.7762
5.2077493E9,-3.952668783,-0.938431183794878,-3.19415332113876,-3.97605897175078,-4.20441508385752,-4.29616137108847,-4.33946795057801,10.7762
5.207751477E9,-3.948979663,-0.931502751480934,-3.18918413682789,-3.9718479109919,-4.20050061102917,-4.29249228111531,-4.33589286930048,10.7762
5.207753654E9,-3.945461494,-0.925158813520138,-3.1845414748621,-3.96786598517688,-4.19677983024443,-4.28898845754413,-4.33247226554842,10.7762
5.207755831E9,-3.942196971,-0.919648356106451,-3.18037092092138,-3.96421967293846,-4.19334483362118,-4.28573042424349,-4.32928222908873,10.7762
5.207758007E9,-3.939118868,-0.914766350709257,-3.17655314690328,-3.96082207222046,-4.19012061670796,-4.28265274867847,-4.32626097188045,10.7762
5.207760184E9,-3.93631118,-0.91076493960191,-3.17323574627115,-3.95778123718189,-4.18720068050971,-4.27983723035213,-4.32348580296319,10.7762
5.207762361E9,-3.933702627,-0.90742657505628,-3.17029213989388,-3.95500500538379,-4.18450549170455,-4.27721449534453,-4.32089121868998,10.7762
5.207764538E9,-3.931231585,-0.904563632537527,-3.16761306386984,-3.95241375832469,-4.1819663144265,-4.27472456178945,-4.31842057513269,10.7762
5.207766715E9,-3.928896919,-0.902172330999521,-3.16519637837952,-3.95000598594416,-4.17958186003043,-4.27236632256214,-4.3160728240858,10.7762
5.207768891E9,-3.926955983,-0.901031192486515,-3.16349648545958,-3.94811352956914,-4.17763888998771,-4.27039029998991,-4.31408458751971,10.7762
5.207771068E9,-3.925157335,-0.900379264481159,-3.16206927929181,-3.94641212547824,-4.17585719159688,-4.26855170570173,-4.31222463135267,10.7762
5.207773245E9,-3.923343164,-0.899738416933693,-3.16063584001099,-3.94469819008633,-4.17406087872663,-4.26669692233729,-4.31034786853862,10.7762
5.207775422E9,-3.921587703,-0.899332341086114,-3.15932691784694,-3.94306732915598,-4.17233262410092,-4.26489822572431,-4.30852258369581,10.7762
5.207777598E9,-3.919658728,-0.898458145000855,-3.1577323439918,-3.94122005539089,-4.17041365371504,-4.26292956804457,-4.30653528734255,10.7762
5.207779775E9,-3.917318295,-0.896396089981442,-3.15543203531982,-3.93884956821729,-4.16803885745872,-4.26055934305243,-4.30416725244279,10.7762
5.207781952E9,-3.91463011,-0.893338685098494,-3.15253841707228,-3.93603798865763,-4.16527922665135,-4.2578495865649,-4.30147710108261,10.7762
5.207784129E9,-3.911721063,-0.889668898314321,-3.14927521762938,-3.93294881986599,-4.1622761153781,-4.25492384283978,-4.29858155406096,10.7762
5.207786305E9,-3.908652451,-0.885570890381723,-3.14575020860192,-3.92966093747348,-4.15909777014009,-4.25184180953595,-4.2955370355614,10.7762
5.207788482E9,-3.905625457,-0.881652087201788,-3.14231816421944,-3.92643359887531,-4.15596829069087,-4.24879933101062,-4.29252852751338,10.7762
5.207790659E9,-3.902700462,-0.878094615820929,-3.13908548975923,-3.92334459045875,-4.15295492111279,-4.24585518193418,-4.28961153944527,10.7762
5.207792836E9,-3.899891687,-0.874941114842344,-3.13607714540988,-3.92041219824717,-4.15007348077401,-4.24302320286049,-4.28679914049778,10.7762
5.207795012E9,-3.897065288,-0.871785987772142,-3.13305656849991,-3.91746375151429,-4.14717481539383,-4.24017313418494,-4.28396834154428,10.7762
5.207797189E9,-3.89439496,-0.869153112922613,-3.13032983554063,-3.91472300952651,-4.14445236043431,-4.23747405021221,-4.28127882446835,10.7762
5.207799366E9,-3.891969447,-0.867309701098723,-3.12805314977554,-3.91230423473895,-4.1420049132078,-4.2350123294698,-4.27881216364495,10.7762
5.207801543E9,-3.89007896,-0.867132805744221,-3.12673851640071,-3.91058150639114,-4.14015572226225,-4.23307040134268,-4.27683501484687,10.7762
5.20780372E9,-3.888684795,-0.868505213290865,-3.12631752421506,-3.90950489697206,-4.13886163266251,-4.2316105668542,-4.27531174089275,10.7762
